,CY_RG5,CY_RG6,CY_RG7,CY_RG8,CY_RG9,LRE_RG1,LRE_RG2,LRE_RG3,LRE_RG4,LRE_RG5
TRINITY_DN11760_c0_g1,15,13,20,14,10,19,3,17,16,16
TRINITY_DN23221_c0_g19,91,49,16,17,3,72,70,19,753,20
TRINITY_DN23130_c2_g4,51,34,9,69,28,83,19,39,12,38
TRINITY_DN13767_c0_g2,27.89,39.67,24.74,12.37,16.94,37.07,13,5,28.29,24.93
TRINITY_DN22691_c0_g2,14,20,25,32,14,31,34,13,6,14
TRINITY_DN22435_c3_g1,12,14,14,20,4,17,26,34,11,17
TRINITY_DN22099_c0_g2,57,63,54,51,16,58,61,5,22,53
TRINITY_DN19025_c0_g1,52,60,23,67,29,63,23,1,55,45
TRINITY_DN33561_c0_g1,132,202,46,32,25,112,96,9,292,70
TRINITY_DN21619_c3_g3,19,14,4,10,11,17,34,401.99,40.28,21
TRINITY_DN23414_c1_g26,194,6,76,151,52,195,56,108,307,143
TRINITY_DN19733_c2_g3,53,46,33,63,21,58,31,5,72,46
TRINITY_DN10702_c0_g1,68.26,165.85,60,85.58,23,76.31,47,8,162.72,30
TRINITY_DN20581_c0_g9,46,51,30,51,5,62,49,78,51,42
TRINITY_DN20265_c0_g1,66,73,40,44,32,58,29,7,64,39
TRINITY_DN15887_c0_g1,122.04,83.44,58.78,164.23,60.41,156.86,72.45,0,43.77,130.46
TRINITY_DN20078_c0_g1,31,32,14,9,10,32,13,14,19,21
TRINITY_DN17574_c0_g1,100,64,38,35,20,98,25,0,44,36
TRINITY_DN17828_c0_g2,51,49,19,16,14,52,11,10,7,18
TRINITY_DN18743_c0_g3,108,102,54,68,44,138,71,1.71,88.44,84
TRINITY_DN22051_c3_g1,183.12,72.36,119.77,95.92,69.78,233.11,519.26,0,593.77,123.22
TRINITY_DN22040_c0_g2,24,27,37,39,23,23,23,3,21,19
TRINITY_DN18116_c0_g1,16,41,20,11,16,24,14,0,10,14
TRINITY_DN19769_c1_g1,53,75.59,39,90,45.56,54,70,5,41.37,45.81
TRINITY_DN22454_c2_g3,24,39,19,12,5,30,12,15,18,18
TRINITY_DN23215_c2_g89,28,28,40,36,31,20,30,3,33,19
TRINITY_DN21014_c5_g1,31,47,40,31,33,51,18,0,44,45
TRINITY_DN13271_c0_g1,25,45,24,25,22,25,53,6,103,12
TRINITY_DN21057_c0_g1,22,36,19,24,23,30,14,4,41,10
TRINITY_DN13361_c0_g1,22,39,20,21,15,24,17,8,49,12
TRINITY_DN12473_c0_g1,28,66,16,23,14,36,23,1,111,22
TRINITY_DN23160_c2_g3,83,114,82,81,49,114,73,9,26,66
TRINITY_DN8694_c0_g1,63,37,32,47,50,55,44,0,11,44
TRINITY_DN12496_c0_g1,31,46,26,35,17,34,18,0,10,29
TRINITY_DN18860_c1_g1,55,94,34,50,37,78,21,9,55,56
TRINITY_DN16898_c0_g2,24,18,16,17,14,24,10,8,27,20
TRINITY_DN21897_c0_g8,12,17,20,22,15,13,28,127,28,6
TRINITY_DN23718_c1_g5,18,21,14,13,4,13,33,14,25,10
TRINITY_DN18698_c0_g1,34,49,36,19,5,45,26,47,40,18
TRINITY_DN20635_c0_g2,28.86,23,9.18,28,0,37,44,68.23,41,26.32
TRINITY_DN9203_c0_g1,68,93,72,69,33,59,36,9,11,69
TRINITY_DN20854_c5_g8,44,32,18,52,8,45,54,115,43,43
TRINITY_DN20962_c1_g1,19,12,13,14,14,24,9,23,12,10
TRINITY_DN22863_c2_g2,130,104,72,6,27,125,43,10,63,103
TRINITY_DN11517_c0_g1,20.73,30.48,14.32,12.89,6.85,19.31,14.73,78.3,34,21
TRINITY_DN23000_c3_g1,233,212,112,122,129,264,28,1,105,88
TRINITY_DN21412_c0_g1,26,20,20,24,3,13.61,19,102,35,27
TRINITY_DN13358_c0_g1,30,42,42,59,31,52,38,9,58,46
TRINITY_DN23346_c1_g9,56,83,35,125,32,74,51,3,62,21
TRINITY_DN22770_c0_g3,79,44,42,72,60,75,49,8,35,65
TRINITY_DN18778_c0_g1,41.55,51.09,36,29,9,62.07,20.89,10.72,36.92,39.88
TRINITY_DN16992_c0_g1,49,32,34,25,18,66,8,15,21,17
TRINITY_DN21751_c0_g14,61.33,401.44,267.32,231.82,158.65,81.41,203.29,43.8,3.79,142.01
TRINITY_DN11434_c0_g2,39.24,48,54.45,46,35.98,56,43,1,57.25,31.41
TRINITY_DN76344_c0_g1,42,42,51,35,10,31,32,0,13,27
TRINITY_DN17720_c0_g1,57,23,22,61,13,60,31,6,77,21
TRINITY_DN11883_c0_g1,16,24,33,17,3,11,15,16,11,15
TRINITY_DN23296_c1_g1,48,58,27,24,20,48,18,4,45,33
TRINITY_DN19886_c0_g1,45,33,25,29,27,42,29,8,13,30
TRINITY_DN1348_c0_g1,15,21,4,12,15,22,12,23,23,13
TRINITY_DN12798_c0_g1,37,288.35,58,137.96,25,33,45,6,43,55
TRINITY_DN17590_c0_g4,52.51,79.1,18,24,13.2,58.08,35.27,1,80.98,35.94
TRINITY_DN21851_c4_g4,40,139,93,100,62,46,26,7,87,72
TRINITY_DN12287_c0_g1,24,17,19,18,7,37,13,17,42,18
TRINITY_DN11426_c1_g2,29.78,41,41,34,27.93,51.92,47,2,60.76,28
TRINITY_DN21687_c3_g28,15.73,38.44,10.91,25.78,12.19,16,20.82,3,18.01,23
TRINITY_DN22498_c0_g2,41,26,29,39,19,53,33,0,41,28
TRINITY_DN14325_c0_g1,29,34,21,37,26,28,20,3,23,21
TRINITY_DN21800_c2_g3,18,15,12,12,4,30,15,26,54,24
TRINITY_DN20009_c0_g6,53.95,61.8,46.73,64.82,30,68.16,67.88,8.2,65.9,36.26
TRINITY_DN16721_c0_g1,20,14,23,43,11,24,40,3,22,41
TRINITY_DN16581_c1_g2,46,101,54.97,54,35,52,24.38,7,39,34.5
TRINITY_DN20217_c0_g1,17,19,15,35,15,26,17,4,10,31
TRINITY_DN22224_c0_g1,42,44,46,18,22,47,69,33,17,4
TRINITY_DN21606_c2_g1,92,104,88,196,38,99,95,9,85,392
TRINITY_DN22037_c0_g4,11,29,10,20,4,17,33,25,47,9.11
TRINITY_DN16995_c0_g1,18,40,25,13,6,20,19,149,57,11
TRINITY_DN10827_c0_g2,48,65,46,64,31,63,50,9,85,16
TRINITY_DN13017_c0_g2,46,56,21,45,6,44,56,170,80,70
TRINITY_DN16228_c0_g2,64,136,79.92,98,47,88.86,108.9,2,78,55
TRINITY_DN23094_c5_g8,102,149,67,111,57,109,57,9,77,71
TRINITY_DN16149_c0_g2,30,48,23,39,17,23,21,3,36,64
TRINITY_DN23337_c0_g1,82,71,35,37,51,74,28,2,99,41
TRINITY_DN20786_c0_g2,17,19.93,23,10.52,10,25,23.66,1,33,18
TRINITY_DN22044_c0_g1,24,25,8,21,15,19,27,60,15,17
TRINITY_DN62613_c0_g1,50,99,48,41,37,78,56,6,41,46
TRINITY_DN22612_c0_g9,218,6409.58,343.19,837,76,260,301,87,1482,3
TRINITY_DN18248_c1_g5,43,46,16,33,18,54,53,4,76,34
TRINITY_DN21474_c4_g1,248,29,20,23,89,314,77,206,25,8
TRINITY_DN23509_c2_g42,42,78,21,28,9,59,64,15,186,50
TRINITY_DN21434_c0_g1,20,37,10,17,16,24,24,5,16,13
TRINITY_DN22411_c0_g1,136,286,113,11,30,140,57,3,128,35
TRINITY_DN22661_c3_g1,31,10,31,3,12,46,15,51,42,22
TRINITY_DN22990_c0_g4,25,29,12,21,10,34,15,3,14,37
TRINITY_DN21957_c0_g1,21,26,39,32,23,42,29,0,35,36
TRINITY_DN20192_c0_g1,32,28,10,27,18,33,22,0,26,19
TRINITY_DN23685_c2_g46,12.49,38.83,28.84,23.53,13.65,15.23,14.62,6.33,92.21,11.6
TRINITY_DN14833_c0_g1,37,7,36,34,23,31,38,14,16,54
TRINITY_DN23324_c0_g4,132.18,0,79,112.57,42,187,160,341.21,590.79,85.03
TRINITY_DN15411_c0_g1,58,18,19,12,33,81,26,39,3,15
TRINITY_DN22849_c1_g1,80,27,19,22,29,85,14,15,9,25
TRINITY_DN9367_c0_g1,28,33,23,12,9,35,20,10,26,25
TRINITY_DN17442_c0_g1,104,139,66,116,61,119,101,3,152,84
TRINITY_DN22430_c3_g1,17.1,13.6,3,11,14.69,21.67,36,90.01,21,30.84
TRINITY_DN19262_c0_g1,38,21,16,16,15,34,12,8,22,15
TRINITY_DN11373_c1_g1,69,72,32,60,35,68,31,8,56,66
TRINITY_DN20543_c5_g1,82,82,36,6,24,79,56,62,137,30
TRINITY_DN15225_c1_g2,65,16.94,26,37,58.51,63.58,18.11,19,5,17
TRINITY_DN23709_c6_g11,36,42,31,36,27,50,13,0,28,30
TRINITY_DN17413_c0_g1,39,32.25,15.53,20.52,12.05,54.57,27.71,0,26.04,44.15
TRINITY_DN19952_c5_g2,73,58,44,64,38,82,60,4,29,63
TRINITY_DN17055_c0_g3,35,40.74,19,28,16,39,18,4,38,17
TRINITY_DN19135_c0_g3,27,58,38,40,38,42,41,1,63,30
TRINITY_DN15756_c0_g1,22,31,29,41,19,35,24,3,24,12
TRINITY_DN17664_c0_g1,30,18,14,23,15,27,15,6,19,17
TRINITY_DN23171_c0_g1,25,69,17,51,11,21,17,0,26,37
TRINITY_DN19194_c4_g1,46,82,36,66,58,48,33,6,14,50
TRINITY_DN18629_c0_g2,30.31,29,40.22,29.22,44,29,0,52,64.16,31
TRINITY_DN20334_c5_g6,10,11,26,27,28,17,9,24,13,13
TRINITY_DN18437_c0_g1,74,71,36,78,37,84,49,8,42,58
TRINITY_DN16688_c0_g1,26,16,18,12,12,30,24,15,16,8
TRINITY_DN15851_c0_g1,27,14,9,16,23,28,53,126,14,21
TRINITY_DN18266_c1_g2,43,34,43.92,33,19,56,19,43,14,5
TRINITY_DN19322_c0_g1,144,105.81,70,159,66,175,66,8.43,130,86.18
TRINITY_DN21344_c1_g1,36,49,26,30,37,54,45,6,28,33
TRINITY_DN21118_c1_g12,56.71,104.54,74.27,68.92,35.1,53.14,68.08,4.28,88.37,99.08
TRINITY_DN23404_c5_g22,63.53,53,59,46.86,34,77,42,5,62,26.47
TRINITY_DN20014_c0_g2,23,39,12,10,15,27,13,0,44,14
TRINITY_DN18481_c0_g1,22,25,13,15,11,24,8,21,21,12
TRINITY_DN6429_c0_g1,11,18,14,10,4,23,14,74,28,13
TRINITY_DN10803_c0_g2,23.39,28.32,21.43,32.28,12.43,26.4,26.17,0,11.89,26.66
TRINITY_DN21871_c1_g1,57,77,47,59,32,73,16,0,78,39
TRINITY_DN21776_c0_g2,48,47,36,29,37.52,54,12,0,25,29
TRINITY_DN19569_c0_g1,58.77,151.66,53.52,15.31,8,61.15,20,23,148.17,18.08
TRINITY_DN22810_c1_g2,4105.95,5,5422.89,4708.65,12661.13,4868.39,6923.61,4607.88,68,2386.27
TRINITY_DN23319_c0_g3,131.97,215.16,41.98,87.88,35.79,156.62,66.1,4,161.43,80.53
TRINITY_DN13136_c0_g4,20,25,31,52,20,46,33,0,22,23
TRINITY_DN20343_c3_g1,38,42,19,76,26,45,53,9,33,74
TRINITY_DN23321_c5_g5,104,210,54,95,33,124,61,2,122,45
TRINITY_DN10857_c0_g1,31,29,32.42,14,9,27.22,21,133,33,11
TRINITY_DN19859_c1_g3,49,74.74,32,23,14,73.48,17,7.28,60,27
TRINITY_DN21803_c0_g5,123.78,250.62,94.99,157.36,97.06,157.83,171.44,6,179.25,135.99
TRINITY_DN22133_c2_g1,460.75,1226.07,215.72,172.59,67.24,549.63,156,4,641.32,195.02
TRINITY_DN20895_c1_g4,64,72,0,46,52.42,59,84,12,135,32
TRINITY_DN22305_c0_g1,39,62,25,48,27,58,35,1,69,28
TRINITY_DN20670_c0_g1,26,31,22,41,26,35,22,5,19,26
TRINITY_DN7925_c0_g1,131,174,54.3,61,148,119,42,1,109.47,61
TRINITY_DN20903_c7_g6,103.54,125.46,43.81,63.88,52.04,109.24,41.67,0,26.81,40
TRINITY_DN14897_c1_g1,52,50,34,37,13,65,22,0,18,31
TRINITY_DN18877_c1_g2,12,50,37,22,16,22,15,0,24,18
TRINITY_DN20226_c0_g2,32,43,42,28,21,40,31,0,39,15
TRINITY_DN11159_c0_g1,42,31,10,12,2,45,47,18,299,14
TRINITY_DN19891_c0_g2,18,22,4,11,12,18,17,11,14.55,10
TRINITY_DN14848_c0_g1,49,49,28,47,25,58,49,8,29,46
TRINITY_DN19241_c0_g1,22,44,31,14,21,23,26,5,21,14
TRINITY_DN10625_c0_g1,17,21,16,20,12,31,17,22,29,9
TRINITY_DN21391_c0_g1,22,16,13,28,17,17,16,6,46,21
TRINITY_DN20546_c5_g1,24,38,35,30,42,40,108,270,66,9
TRINITY_DN17988_c0_g1,20,33,18,26,13,28,6,27,20,16
TRINITY_DN21749_c1_g1,30,17,17,22,16,38,26,7,55,13
TRINITY_DN17696_c0_g4,25,54,35,40,25,33,34,4,19,61
TRINITY_DN16818_c0_g3,44,40,32,43,22.07,42,29,4.82,24,27
TRINITY_DN23456_c2_g27,260,342,136,390,279,326,211,7,211,392
TRINITY_DN19411_c0_g1,38,45,25,37,7,34,21,19,40,19
TRINITY_DN20524_c0_g1,23,15,15,27,6,21,13,19,16,18
TRINITY_DN4721_c0_g1,16,52,35,20,16,13,32,62,35,1
TRINITY_DN20237_c4_g2,27.78,47.77,24,36.95,40,32,31,0,59,36
TRINITY_DN15343_c0_g1,34,21,13,17,17,31,24,111,8,18
TRINITY_DN22098_c2_g1,21,48,31,27,19,34,20,0,25,17
TRINITY_DN7187_c0_g1,22,19,17,27,8,35,30,13,22,12
TRINITY_DN20005_c0_g1,26,21,31,25,9,27,18,40,15,16
TRINITY_DN20990_c1_g2,59,61,53,70,9,58,81,52.35,58,57
TRINITY_DN19193_c0_g1,261,250,144,336,202,319,236,8,309,202
TRINITY_DN21729_c0_g2,36,57,36,41,21,42,52,15,193,0
TRINITY_DN23577_c1_g18,30.35,34,50,41,48,33,20,19,37,6
TRINITY_DN15181_c0_g1,39,1489,157,292,15,47,106,24,635,1
TRINITY_DN23318_c2_g5,38,42,36,52,30,52,10,5,13,32
TRINITY_DN20177_c1_g1,36,63,37,34,31,34,28,2,28,35
TRINITY_DN12447_c0_g1,29,38,14,19,9,20,13,40,34,11
TRINITY_DN10757_c0_g1,39,45,20,18,22,51,62,6,39,31
TRINITY_DN17681_c0_g3,26.15,54,29,43,28,28.98,34,8,34,40
TRINITY_DN1096_c0_g2,49,0,57,35.33,17.75,52,61,94.06,70,47
TRINITY_DN20571_c0_g1,40,89,95,18,28,33,71,29,25,2
TRINITY_DN15508_c0_g2,242,3190,192,961,34,223,94,17,1423.07,0
TRINITY_DN21588_c1_g2,37,33,25,22,11,26,16,0,52,24
TRINITY_DN21418_c0_g2,133,58.32,29.56,114.67,69.22,123.28,63,8.25,93.6,56
TRINITY_DN13500_c0_g1,68,41,16,28,25,80,20,9,41,39
TRINITY_DN23221_c0_g6,33,21,17,28,26,28,23,7,42,18.01
TRINITY_DN20726_c0_g2,38,21,31,12,16,33,12,0,11,15
TRINITY_DN14516_c0_g1,18,35,37,32,9,32,41,110,46,31
TRINITY_DN22342_c0_g1,156,140,59,119,44,174,71,5,10,146
TRINITY_DN23610_c1_g24,94,39,7,37,43,135,259,611,175,216
TRINITY_DN18208_c2_g2,174,181,119,136,76,229,81,8,206,161
TRINITY_DN18252_c0_g2,51,31.68,13,21.66,15.57,56,32,5,21,24
TRINITY_DN20626_c0_g1,44,56,11,41,8,53,48,22,168,30
TRINITY_DN22908_c0_g2,36,91,28,48,21,49,0,20,55.66,36.88
TRINITY_DN18452_c0_g1,44,32,22,29,30,56,19,3,18,17
TRINITY_DN23746_c1_g3,244.99,631.38,203.42,344.78,162.32,313.05,366.72,5,669.65,94.11
TRINITY_DN12071_c0_g1,96,121,77,112,42,117,82,3,116,69
TRINITY_DN20055_c0_g1,25,37,13,44,24,27,22,0,24,20
TRINITY_DN16283_c0_g1,34,30,20,25,18,43,11,4,42,24
TRINITY_DN9705_c0_g1,80,69,11,31,3,70,22,17,103,23
TRINITY_DN19064_c0_g1,33,32,60,13,29,35,110,140,20,4
TRINITY_DN22144_c7_g1,30,39,10,13,7,26.01,22,149,25,15
TRINITY_DN7217_c0_g2,32.74,67,18,23.17,3.2,26.07,25.02,22,51,22
TRINITY_DN21168_c0_g3,17,21,13,24,15,25,21,2,27,30
TRINITY_DN7542_c0_g3,7,25,19,29.49,11,12,27,24,31,24
TRINITY_DN1395_c0_g2,125.04,165.37,62.68,12.53,78.91,101.55,18.42,6,19.68,37.49
TRINITY_DN8348_c0_g1,37,77,25,91,33,37,43,0,35,42
TRINITY_DN20804_c0_g1,39,30,30,39,25,55,47,6,51,56
TRINITY_DN23104_c0_g8,56.83,52.57,25.93,42.28,21.78,49.47,21.36,2,23.77,34.86
TRINITY_DN21555_c1_g1,35,12,25,26,17,40,19,8,53,37
TRINITY_DN23565_c1_g20,69,13,12,33,16,73,24,4,29,43
TRINITY_DN22033_c0_g1,44,42,26,50,30,61,27,4,61,31
TRINITY_DN20549_c6_g1,20,40,25,23,15,37,31,2,28,14
TRINITY_DN22653_c0_g1,44,40,28,45,19,59,27,5,10,43
TRINITY_DN20348_c0_g14,60,37,68,61,45,67,64,8,42,27
TRINITY_DN19804_c0_g10,16.87,42,23.08,18.78,7.37,17.74,16.6,12.95,91.47,12.74
TRINITY_DN18982_c0_g1,32,43,22,32,35,47,25,8,27,23
TRINITY_DN21582_c3_g2,22,39,19,28,2,30,16,10,20,21
TRINITY_DN17075_c0_g2,20,44,27,20,14,34,10,15,30,5
TRINITY_DN18811_c0_g2,22.94,12.7,9.3,12.43,7,17.05,14,37,17,26.38
TRINITY_DN3874_c0_g1,30,44,25,45,21,45,55,5,42,45
TRINITY_DN12762_c0_g2,32.49,32.35,39,19.52,38.62,52.78,1.21,45,47.44,63
TRINITY_DN23040_c0_g1,47,98,48,52,28,63,28,1,20,68
TRINITY_DN21519_c4_g1,761,21330,1799,2428,121,706,794,65,6793,4
TRINITY_DN23580_c6_g23,43,16,19,26,3,50,27,16,43,21
TRINITY_DN23129_c3_g7,45,58,45,51,43,39,112,0,50,27
TRINITY_DN17669_c0_g1,39,70,25,31,6,51,38,64,59,38
TRINITY_DN22836_c5_g11,26.28,36.38,18,19,19,32.32,14.25,2,27,17.94
TRINITY_DN21203_c4_g1,32,6,16,33,31,37,98.94,235.93,14,24
TRINITY_DN22327_c3_g5,26,27,16,22,13,32,12,5,14,15
TRINITY_DN20553_c0_g1,23,27,25,24,8,21,19,45,25,27
TRINITY_DN15932_c0_g1,26,44,28,26,27,31,33,8,75,29
TRINITY_DN23757_c6_g25,190.54,319.9,76.79,45.1,19.76,222.17,35.94,7.47,53.05,94.15
TRINITY_DN17171_c0_g1,19,12,18,27,7,22,39,52,26,24
TRINITY_DN22024_c0_g1,26,26,23,21,23,32,23,17,6,20
TRINITY_DN16637_c0_g1,26,33,27,14,9,49,32,79,43,32
TRINITY_DN23203_c3_g22,69.51,207.57,26.17,66.32,39.37,52.01,881.72,1.04,215.44,17.19
TRINITY_DN17603_c0_g1,18,32,21,36,16,37,37,2,26,33
TRINITY_DN8301_c0_g1,12,48,19,22,14,21,25,3,39,21
TRINITY_DN17620_c0_g3,17,27,34,27,17,41.46,19,8,28,24
TRINITY_DN21845_c0_g1,68,137,39,26,23,67,48,4,85,40
TRINITY_DN22524_c0_g19,27,25,14,13,4,41,30,19,44,32
TRINITY_DN12733_c0_g1,17,35,12,16,7,13,12,24,25,16
TRINITY_DN5788_c0_g1,107,175,60,78,51,101,46,2,136,90
TRINITY_DN14104_c0_g1,27,19,11,17,8,38,35,145,27,10
TRINITY_DN22739_c1_g16,21,28,18,25,6,29.22,65,186.85,29,14
TRINITY_DN22760_c0_g8,13,18,20,16,10,15,19,0,30,12
TRINITY_DN22226_c3_g6,26,38,36,44,30,47,30,4,32,20
TRINITY_DN22364_c0_g1,27,25,19,15,3,28,13,35,22,12
TRINITY_DN18304_c0_g1,38,54,11,17,14,43,14,3,27,18
TRINITY_DN23754_c0_g28,34,22,9,10,10,47,15,50,41,13
TRINITY_DN12709_c0_g1,52,31,19,14,7,58,14,19,45,12
TRINITY_DN19172_c0_g2,39.15,110.16,18,13,16.08,40,19,3,40,26
TRINITY_DN23228_c1_g5,53,49,27,45,10,58,16,6,68,63
TRINITY_DN17211_c0_g1,26,31,15,14,11,30,18,1,14,29
TRINITY_DN22352_c0_g1,74,29,21,15,22,58,30,8,11,23
TRINITY_DN16907_c0_g1,12,20,12,25,12,26,35,29,5,13
TRINITY_DN14112_c0_g1,63,37,52,50,32,49,46,5,48,35
TRINITY_DN23341_c1_g2,50,36,32,16,13,47,19,40,24,8
TRINITY_DN20924_c0_g1,42,46,30,40,22,44,24,0,22,47
TRINITY_DN9524_c0_g4,91.19,0,49.72,84.22,100.7,100.59,196.69,312.27,186,243
TRINITY_DN15561_c0_g1,12,41,18,17,5,32,28,13,23,23
TRINITY_DN13952_c1_g3,19,50.93,56,88.85,40,26,25.9,2,79.91,46
TRINITY_DN21912_c0_g1,47,59,33,57,46,88,27,7,24,55
TRINITY_DN20421_c0_g11,58.99,99.32,23.22,0,36,74.65,93,38,97.79,78.61
TRINITY_DN23325_c0_g17,22,62,59,6,21,13,29,77,21,23
TRINITY_DN22968_c0_g12,25,35,12,39,14,27,26,1,21,30
TRINITY_DN12591_c0_g1,46,32,31,49,27,49,67,2,30,47
TRINITY_DN22007_c1_g1,30,26,16,22,16,34,20,9,50,26
TRINITY_DN8851_c0_g1,36,34,21,20,16,34,15,1,61,23
TRINITY_DN22606_c2_g1,52,49,38,51,32,59,24,4,72,54
TRINITY_DN20960_c1_g1,35,59,44,55,51,33,26,2,24,35
TRINITY_DN14817_c0_g1,47,59,26,22,17,39,24,5,31,36
TRINITY_DN17978_c0_g1,25,37,47,49,27,45,17,2,29,33
TRINITY_DN11811_c0_g4,42,28,33,78,35,61,45,7,32,42
TRINITY_DN20112_c0_g1,12,32,14,15,11,17,13,3,10,14
TRINITY_DN15095_c0_g1,67,70,68,80,65,80,28,11,9,63
TRINITY_DN19317_c1_g1,24.96,29.26,21.32,41.53,4.27,31.55,15.79,29,31.83,26.53
TRINITY_DN40731_c0_g1,14,15,29,31,5,20,27,124,21,21
TRINITY_DN16062_c0_g2,33,20,23,31,19,22,16,0,13,21
TRINITY_DN72681_c0_g1,18,16,12,15,9,37,17,86,20,15
TRINITY_DN13752_c0_g1,12,24,16,23,22,23,23,6,16,13
TRINITY_DN14932_c1_g1,33,46,32,37,9,48,33,144,53,21
TRINITY_DN18011_c0_g1,154,191,8,74,70,152,21,13,115,48
TRINITY_DN21794_c0_g1,69,74,41,59,66,78,14,6,21,27
TRINITY_DN9416_c0_g1,29,30,23,23,19,29,20,0,23,25
TRINITY_DN12343_c0_g1,46,31,31,23,16,31,16,68,32,9
TRINITY_DN19930_c4_g1,75,68,27,75,53,69,44,2,43,17
TRINITY_DN20338_c0_g3,54.21,65.25,39,45,26,81,25,3,59.17,60.18
TRINITY_DN15260_c0_g1,40,53,36,39,26,38,23,6,29,30
TRINITY_DN21058_c0_g7,138,128.1,72.01,52,54,177.01,123,1,372,163
TRINITY_DN15903_c0_g1,12,21,14,19,12,22,14,1,12,16
TRINITY_DN15838_c0_g1,43,49,17,15,20,47,13,0,56,52
TRINITY_DN14392_c1_g1,23,45,35,3,25,26,18,49,20,16
TRINITY_DN22641_c0_g2,33,40,12,23,13,37,18,0,18,22
TRINITY_DN20365_c0_g1,74,40,41,19,32,89,48,6,41,29
TRINITY_DN23564_c3_g3,64,36,22,27,8,80,52,22,30.04,87
TRINITY_DN10754_c0_g3,55,54,47,72,49,81.01,88,7,89.45,42.19
TRINITY_DN22517_c0_g1,80,108,27,22,25,62,30,9,48,20
TRINITY_DN16779_c0_g2,32,29,36,55,18,39,89,139,59,9
TRINITY_DN9869_c0_g1,21,11,10,12,4,16,21,172,21,17
TRINITY_DN14192_c0_g1,16,21,19,17,14,23,23,0,30,12
TRINITY_DN16927_c0_g1,32,32,29,58,14,38,41,11,34,0
TRINITY_DN19226_c0_g4,18,15,9,15,11,25,23,116,20,26
TRINITY_DN23462_c0_g20,32,22,42,30,9.01,45.13,95.09,131,24,7
TRINITY_DN16411_c0_g9,29,29,18,17,6,40,47,286,56,25
TRINITY_DN11970_c0_g2,12.99,21.16,22.52,17.2,14.27,35.38,19.03,9.21,7,14.99
TRINITY_DN73576_c0_g1,16,29,23,35,38,38,32,297,25,7
TRINITY_DN8486_c0_g1,34,60,35,46,24,24,23,7,37,31
TRINITY_DN12937_c0_g3,20,14,27,20,8,13,27,43,12,15
TRINITY_DN12941_c0_g1,41,61,63,64,35,47,30,6,39,69
TRINITY_DN17445_c2_g1,33,25,20,21,13,43,21,6,14,16
TRINITY_DN19230_c0_g1,12,16,23,19,7,25,14,24,12,23
TRINITY_DN20779_c2_g3,55,25,13,17,8,48,43,27,11,26
TRINITY_DN20452_c0_g1,28,39,28,56,13,34,38,4,12,22
TRINITY_DN17862_c0_g1,25,33,57,78,27,41,41,2,39,58
TRINITY_DN19728_c0_g3,32,158,24,21,10,19,16,0,55,16
TRINITY_DN12269_c0_g1,22,31,15,17,12,28,26,3,25,11
TRINITY_DN19883_c0_g6,17,36,50,35,9,20,28,32,83,77
TRINITY_DN23725_c11_g38,34.33,55.92,14.3,28.42,12.93,26.69,26.54,4.61,14.51,12.11
TRINITY_DN23094_c4_g2,186,11,307.88,578,639.26,265,540,84,3,633.28
TRINITY_DN23066_c0_g1,35,47,30,70,20,43,22,4,39,52
TRINITY_DN22501_c3_g1,34,52,24,23,26,55,41,6,34,21
TRINITY_DN21872_c3_g2,18,18,21,13,4,14,10,29,22,21
TRINITY_DN2196_c0_g1,18,24,16,15,8,21,26,48,26,22
TRINITY_DN17939_c0_g1,42,44,19,45,25,35,17,8,10,32
TRINITY_DN22568_c2_g9,36,24,44,55,25,38,36,9,26,20
TRINITY_DN13265_c0_g1,76,252,172,257,51,73,33,5,66,75
TRINITY_DN6869_c0_g1,12,14,12,16,15,13,21,125,35,8
TRINITY_DN23196_c2_g6,37,29,21,15,6,34,30,114,78,19
TRINITY_DN16821_c0_g1,20,21,15,16,4,14,22,13,22,10
TRINITY_DN15798_c0_g2,51,29,24,36,40,40,27,0,20,25
TRINITY_DN23311_c1_g12,32,23,84,27,33,43.02,23,7,18,32
TRINITY_DN22321_c1_g14,36.56,32.54,10.01,43.55,40.67,31.72,40.41,5.85,19.61,33.66
TRINITY_DN21516_c0_g1,103,143,41,108,57,122,53,6,96,79
TRINITY_DN23289_c4_g2,107,242,43,88,24,96,45,0,122,63
TRINITY_DN16842_c0_g1,48,44,38,27,14,53,46,6,83,40
TRINITY_DN22282_c1_g1,130,40,67,49,12,167,29,215,35,8
TRINITY_DN13944_c0_g2,10.81,12.32,16.4,13.03,12.34,15.17,17.39,37,19.08,6
TRINITY_DN21455_c2_g1,14,17,13,12,11,18,18,13,9,12
TRINITY_DN1253_c0_g1,22,22,17,10,9,21,19,33,31,15
TRINITY_DN15817_c0_g2,38,29,16,28,12,34,21,8,32,26
TRINITY_DN20419_c3_g2,42,56,63,62,31,56,55,4,47,56
TRINITY_DN22917_c1_g1,184,137,52,96,43,181,42,8,174,208
TRINITY_DN20250_c0_g1,46,47,28,33,16,48,27,2,15,41
TRINITY_DN15556_c0_g1,24,40,15,24,13,27,14,25,6,19
TRINITY_DN20143_c5_g1,106,52,44,37,60,137,33,6,29,64
TRINITY_DN19952_c4_g3,17,33,10,15,12,18,11,8,22,13
TRINITY_DN20844_c1_g1,76,126,24,15,8,97,101,70,153,38
TRINITY_DN21086_c2_g1,27,22,14,18,8,24,22,74,17,29
